Record#,PIT Tag,SRR Verbose,SRR Code,Event Type,Length,Weight,Conditional Comments,Text Comments,Event Date,Event Site,Life Stage,Brood Year,Migration Year,Spawn Year,Release Site,RKM Mask,RKM Ext,Release Temp,Release Date,Tagger,Organization,Capture Method,Mark Method,Mark Temp,Hold Temp,Raceway/Transect/Tank,Hatchery,Stock,Latitude,Longitude,Lat/Long Source,CWT-S,Second PIT Tag,Scale ID,Adipose Clip,Fin Clip,CWT-BODY,Release Status,Sex (field),Sex (final),Sex Source,Capture Status,Snubbed Dorsal,Injury,Tally Count,Scale Age,Scale Origin,Final Origin,Field Origin,Origin Source
194,3DD.003DA28A87,Hat. Summer Steelhead,32H,Mark,540,NA,AD FE RF,NA,8/31/2021 6:20,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 6:20,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,48-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
195,3DD.003DA28A8F,Hat. Summer Steelhead,32H,Mark,590,NA,AD FE RF,NA,8/31/2021 7:56,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 7:56,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,48-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
196,3DD.003DA28A3C,Hat. Summer Steelhead,32H,Mark,590,NA,AD MA RF,NA,8/31/2021 9:16,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 9:16,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,48-3,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
197,3DD.003DA28A67,Hat. Summer Steelhead,32H,Mark,560,NA,AD FE RF,NA,8/31/2021 9:59,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 9:59,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,48-4,X,NA,NA,Passed,Female,Female,Wells Broodstock,Maiden,X,NA,NA,R.1,H,H,H,NA
198,3DD.003DA28A69,Hat. Summer Steelhead,32H,Mark,590,NA,AD FE RF,NA,8/31/2021 10:22,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 10:22,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,48-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
199,3DD.003DA28A96,Hat. Summer Steelhead,32H,Mark,680,NA,AD FE RF,NA,8/31/2021 10:52,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 10:52,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,48-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,H2.2,H,H,H,NA
200,3DD.003DA28A91,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,8/31/2021 12:02,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 12:02,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,49-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
201,3DD.003DA28A53,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,8/31/2021 12:21,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 12:21,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,49-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
202,3DD.003DA28A85,Hat. Summer Steelhead,32H,Mark,720,NA,AD FE RF,NA,8/31/2021 12:30,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 12:30,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,49-3,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.2,H,H,H,NA
203,3DD.003DA28A64,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,8/31/2021 12:34,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 12:34,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,49-4,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.1,H,H,H,NA
204,3DD.003DA28A51,Wild Summer Steelhead,32W,Mark,620,NA,AI FE RF,NA,8/31/2021 12:36,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 12:36,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,49-5,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
205,3DD.003DA28A55,Wild Summer Steelhead,32W,Mark,650,NA,AI FE RF,NA,8/31/2021 12:47,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 12:47,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,49-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
206,3DD.003DA28A57,Wild Summer Steelhead,32W,Mark,720,NA,AI FE RF,NA,8/31/2021 13:01,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 13:01,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.2,W,W,W,NA
207,3DD.003DA289A1,Hat. Summer Steelhead,32H,Mark,670,NA,AD FE RF,NA,8/31/2021 13:13,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 13:13,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,UNREADABLE,NA,NA,H,NA
208,3DD.003DA289BE,Wild Summer Steelhead,32W,Mark,530,NA,AI FE RF,NA,8/31/2021 13:15,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 13:15,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
209,3DD.003DA289CA,Hat. Summer Steelhead,32H,Mark,750,NA,AD FE RF,NA,8/31/2021 13:17,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 13:17,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-4,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.2,H,H,H,NA
210,3DD.003DA289D3,Wild Summer Steelhead,32W,Mark,610,NA,AI FE RF,NA,8/31/2021 13:25,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 13:25,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-5,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
211,3DD.003DA289C3,Wild Summer Steelhead,32W,Mark,570,NA,AI FE RF,NA,8/31/2021 14:06,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,8/31/2021 14:06,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
212,3DD.0077C0AE14,Wild Summer Steelhead,32W,Recapture,520,NA,AI MA RE RF,This is a recap!!!!,9/2/2021 6:29,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 6:29,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,51-1,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
213,3DD.003DA2898F,Wild Summer Steelhead,32W,Mark,780,NA,AI MA RF,NA,9/2/2021 6:50,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 6:50,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,51-2,NA,NA,NA,Passed,Male,Male,Wen Broodstock,Maiden,NA,NA,NA,2.2,W,W,W,NA
214,3DD.003DA289AB,Hat. Summer Steelhead,32H,Mark,560,NA,AD CW MA RF,NA,9/2/2021 8:16,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 8:16,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,51-3,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
215,3DD.003DA289A3,Wild Summer Steelhead,32W,Mark,750,NA,AI FE RF,NA,9/2/2021 8:20,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 8:20,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,51-4,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
216,3DD.003DA2898C,Wild Summer Steelhead,32W,Mark,590,NA,AI FE RF,NA,9/2/2021 8:36,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 8:36,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,51-5,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
217,3DD.003DA289BB,Hat. Summer Steelhead,32H,Mark,530,NA,AD FE RF,NA,9/2/2021 8:43,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 8:43,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,51-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,H2.1,H,H,H,NA
218,3DD.003DA289B7,Hat. Summer Steelhead,32H,Mark,550,NA,AD FE RF,NA,9/2/2021 8:48,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 8:48,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,52-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
219,3DD.003DA28980,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,9/2/2021 9:15,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 9:15,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,52-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
220,3DD.003DA289B8,Wild Summer Steelhead,32W,Mark,560,NA,AI FE RF,NA,9/2/2021 9:25,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 9:25,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,52-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
221,3DD.003DA28972,Hat. Summer Steelhead,32H,Mark,600,NA,AD FE RF,NA,9/2/2021 9:31,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 9:31,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,52-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
222,3DD.003DA289C2,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,Injury-Body,9/2/2021 10:14,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 10:14,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,52-5,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,SS,NA,1.1,H,H,H,NA
223,3DD.003DA289B0,Hat. Summer Steelhead,32H,Mark,670,NA,AD FE RF,NA,9/2/2021 10:18,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 10:18,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,52-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
224,3DD.003DA28971,Wild Summer Steelhead,32W,Mark,560,NA,AI FE RF,NA,9/2/2021 10:33,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 10:33,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,53-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
225,3DD.003DA28985,Hat. Summer Steelhead,32H,Mark,640,NA,AD FE RF,NA,9/2/2021 10:37,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 10:37,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,53-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.2,H,H,H,NA
226,3DD.003DA2899C,Hat. Summer Steelhead,32H,Mark,720,NA,AD FE RF,NA,9/2/2021 10:48,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 10:48,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,53-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,H2.2,H,H,H,NA
227,3DD.003DA28994,Wild Summer Steelhead,32W,Mark,530,NA,AI FE RF,NA,9/2/2021 11:00,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 11:00,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,53-4,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
228,3DD.003D4383C2,Hat. Summer Steelhead,32H,Recapture,640,NA,AD CW FE RE RF,This is a recap!!!!,9/2/2021 11:13,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 11:13,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,X,NA,53-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
229,3DD.003DA289D1,Hat. Summer Steelhead,32H,Mark,590,NA,AD FE RF,NA,9/2/2021 11:17,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 11:17,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,53-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
230,3DD.003DA289BD,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,9/2/2021 11:23,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 11:23,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,54-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
231,3DD.003DA289AC,Wild Summer Steelhead,32W,Mark,730,NA,AI FE RF,Changed to W per scale analysis,9/2/2021 11:34,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 11:34,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,54-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,W,NA
232,3DD.003DA289CF,Wild Summer Steelhead,32W,Mark,570,NA,AI MA RF,NA,9/2/2021 11:35,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 11:35,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,54-3,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
233,3DD.003DA289CE,Hat. Summer Steelhead,32H,Mark,690,NA,AD FE RF,NA,9/2/2021 12:10,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 12:10,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,54-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.3,H,H,H,NA
234,3DD.003D438AF0,Hat. Summer Steelhead,32H,Recapture,520,NA,AD CW FE RE RF,This is a recap!!!!,9/2/2021 12:13,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 12:13,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,X,NA,54-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
235,3DD.003DA2898B,Hat. Summer Steelhead,32H,Mark,530,NA,AD FE RF,NA,9/2/2021 12:24,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 12:24,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,54-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
236,3DD.003DA28973,Hat. Summer Steelhead,32H,Mark,610,NA,AD FE RF,NA,9/2/2021 12:31,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 12:31,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,55-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
237,3DD.003DA28982,Hat. Summer Steelhead,32H,Mark,560,NA,AD FE RF,NA,9/2/2021 12:33,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 12:33,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,55-2,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,1.1,H,H,H,NA
238,3DD.003DA28984,Wild Summer Steelhead,32W,Mark,730,NA,AI FE RF,NA,9/2/2021 12:35,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 12:35,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,55-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.2,W,W,W,NA
239,3DD.003DA289A4,Wild Summer Steelhead,32W,Mark,590,NA,AI FE RF,NA,9/2/2021 12:46,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 12:46,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,55-4,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
240,3DD.003DA28989,Hat. Summer Steelhead,32H,Mark,550,NA,AD FE RF,NA,9/2/2021 13:13,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 13:13,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,55-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
241,3DD.003DA289B6,Wild Summer Steelhead,32W,Mark,570,NA,AI MA RF,NA,9/2/2021 13:15,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 13:15,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,55-6,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
242,3DD.003DA289B3,Hat. Summer Steelhead,32H,Mark,690,NA,AD FE RF,NA,9/2/2021 13:52,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 13:52,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,56-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
243,3DD.003DA289C4,Wild Summer Steelhead,32W,Mark,640,NA,AI FE RF,NA,9/2/2021 13:54,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/2/2021 13:54,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,56-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
244,3DD.003DA289C5,Hat. Summer Steelhead,32H,Mark,540,NA,AD FE RF,NA,9/8/2021 6:34,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 6:34,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,57-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
245,3DD.003DA28999,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,9/8/2021 7:00,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 7:00,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,57-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
246,3DD.003DA28986,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,9/8/2021 7:12,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 7:12,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,57-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,NO SCALES,H,H,H,NA
247,3DD.003DA2897C,Hat. Summer Steelhead,32H,Mark,520,NA,AI CW FE RF,NA,9/8/2021 7:34,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 7:34,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,57-4,NA,NA,NA,Passed,Female,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
248,3DD.003DA28996,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,9/8/2021 8:55,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 8:55,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,57-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
249,3DD.003DA2897D,Wild Summer Steelhead,32W,Mark,580,NA,AI FE RF,NA,9/8/2021 9:33,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 9:33,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,57-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
250,3DD.003DA289B1,Hat. Summer Steelhead,32H,Mark,630,NA,AD MA RF,NA,9/8/2021 9:49,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 9:49,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,58-1,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
251,3DD.003DA289BC,Wild Summer Steelhead,32W,Mark,560,NA,AI MA RF,NA,9/8/2021 10:01,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 10:01,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,58-2,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
252,3DD.003DA289D2,Hat. Summer Steelhead,32H,Mark,600,NA,AI MA RF,NA,9/8/2021 10:02,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 10:02,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,58-3,NA,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
253,3DD.003DA289BA,Hat. Summer Steelhead,32H,Mark,580,NA,AD CW FE RF,NA,9/8/2021 10:10,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 10:10,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,58-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
254,3DD.003DA2899D,Wild Summer Steelhead,32W,Mark,560,NA,AI FE RF,NA,9/8/2021 10:13,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 10:13,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,58-5,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
255,3DD.003DA289A2,Wild Summer Steelhead,32W,Mark,550,NA,AI FE RF,NA,9/8/2021 10:17,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 10:17,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,58-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.1,W,W,W,NA
256,3DD.003DA289B4,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,9/8/2021 10:19,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 10:19,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,59-1,X,NA,NA,Passed,Female,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
257,3DD.003D4381B4,Hat. Summer Steelhead,32H,Recapture,590,NA,AD CW MA RE RF,This is a recap!!!!,9/8/2021 10:43,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 10:43,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,X,NA,59-2,X,NA,NA,Passed,Male,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
258,3DD.003DA2899F,Hat. Summer Steelhead,32H,Mark,610,NA,AD FE RF,NA,9/8/2021 11:01,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 11:01,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,59-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
